gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ni,sale,costat
014828,2023-12-31,2023,INDL,C,D,STD,ORI,OLD REPUBLIC INTL CORP,USD,26501.4000,598.6000,7258.2000,A
014891,2023-12-31,2023,INDL,C,D,STD,MGPI,MGP INGREDIENTS INC,USD,1392.3480,107.4750,836.5230,A
014898,2023-12-31,2023,INDL,C,D,STD,DDD,3D SYSTEMS CORP,USD,980.1880,-370.4320,488.0690,A
014934,2023-12-31,2023,INDL,C,D,STD,DVN,DEVON ENERGY CORP,USD,24490.0000,3747.0000,15258.0000,A
014954,2023-08-31,2023,INDL,C,D,STD,LNN,LINDSAY CORP,USD,745.6600,72.3790,674.0840,A
014960,2023-12-31,2023,INDL,C,D,STD,LH,LABORATORY CP OF AMER HLDGS,USD,16725.1000,418.0000,12161.6000,A
015044,2023-01-31,2022,INDL,C,D,STD,WDAY,WORKDAY INC,USD,13486.2380,-366.7490,6215.8180,A
015101,2023-12-31,2023,INDL,C,D,STD,MFA,MFA FINANCIAL INC,USD,10772.6900,80.1640,647.3940,A
015153,2023-12-31,2023,INDL,C,D,STD,AGM,FEDERAL AGRICULTURE MTG CP,USD,29524.3820,200.0030,1416.0770,A
015199,2023-12-31,2023,INDL,C,D,STD,SRCE,1ST SOURCE CORP,USD,8727.9580,124.9270,507.5300,A
015247,2023-12-31,2023,INDL,C,D,STD,VLO,VALERO ENERGY CORP,USD,63056.0000,8835.0000,139001.0000,A
015252,2023-12-31,2023,INDL,C,D,STD,TRS,TRIMAS CORP,USD,1341.6600,40.3600,893.5500,A
015267,2023-12-31,2023,INDL,C,D,STD,IEX,IDEX CORP,USD,5865.2000,596.1000,3273.9000,A
015343,2023-12-31,2023,INDL,C,D,STD,MLI,MUELLER INDUSTRIES,USD,2759.3010,602.8970,3420.3450,A
015414,2023-06-30,2023,INDL,C,D,STD,TECH,BIO-TECHNE CORP,USD,2638.6920,285.2630,1136.7020,A
015417,2023-12-31,2023,INDL,C,D,STD,BRO,BROWN & BROWN INC,USD,14883.4000,870.5000,4257.1000,A
015420,2023-01-31,2022,INDL,C,D,STD,AMBA,AMBARELLA INC,USD,710.1950,-65.3860,337.6060,A
015459,2023-12-31,2023,INDL,C,D,STD,TG,TREDEGAR CORP,USD,446.4610,-105.9050,704.8250,A
015520,2023-01-31,2022,INDL,C,D,STD,SIG,SIGNET JEWELERS LTD,USD,6620.4000,376.7000,7842.1000,A
016009,2023-01-31,2022,INDL,C,D,STD,SPWH,SPORTSMANS WAREHOUSE HLDGS,USD,858.9600,40.5180,1399.5150,A
016101,2023-12-31,2023,INDL,C,D,STD,ABBV,ABBVIE INC,USD,134711.0000,4863.0000,54318.0000,A
016113,2023-12-31,2023,INDL,C,D,STD,APAM,ARTISAN PARTNERS ASSET MGMT,USD,1405.8580,222.2890,975.1310,A
016125,2023-12-31,2023,INDL,C,D,STD,GMRE,GLOBAL MEDICAL REIT,USD,1267.7000,20.6120,141.0490,A
016188,2023-12-31,2023,INDL,C,D,STD,CGNX,COGNEX CORP,USD,2017.8120,113.2340,837.5470,A
016269,2023-09-30,2023,INDL,C,D,STD,ENTA,ENANTA PHARMACEUTICALS INC,USD,462.2750,-133.8160,79.2040,A
016384,2023-12-31,2023,INDL,C,D,STD,VOYA,VOYA FINANCIAL INC,USD,157085.0000,625.0000,7303.0000,A
016401,2023-03-31,2022,INDL,C,D,STD,CRUS,CIRRUS LOGIC INC,USD,2063.9660,176.7030,1897.6170,A
016453,2023-05-31,2022,INDL,C,D,STD,NEOG,NEOGEN CORP,USD,4554.4320,-22.8700,822.4470,A
016477,2023-12-31,2023,INDL,C,D,STD,LEA,LEAR CORP,USD,14695.5000,572.5000,23466.9000,A
016478,2023-12-31,2023,INDL,C,D,STD,EOG,EOG RESOURCES INC,USD,43857.0000,7594.0000,24000.0000,A
016486,2023-12-31,2023,INDL,C,D,STD,BCC,BOISE CASCADE CO,USD,3458.6460,483.6560,6838.2450,A
016549,2023-12-31,2023,INDL,C,D,STD,SFBS,SERVISFIRST BANCSHARES INC,USD,16129.6680,206.8530,843.6630,A
016597,2023-12-31,2023,INDL,C,D,STD,LSCC,LATTICE SEMICONDUCTOR CORP,USD,840.8940,259.0610,737.1540,A
016653,2023-12-31,2023,INDL,C,D,STD,TMHC,TAYLOR MORRISON HOME CORP,USD,8672.0870,768.9290,7417.8310,A
016668,2023-12-31,2023,INDL,C,D,STD,AROW,ARROW FINANCIAL CORP,USD,4169.8680,30.0750,191.6810,A
016689,2023-06-30,2023,INDL,C,D,STD,NBN,NORTHEAST BANK,USD,2869.9380,44.1870,182.4290,A
016705,2023-12-31,2023,INDL,C,D,STD,CPF,CENTRAL PACIFIC FINANCIAL CP,USD,7642.7960,58.6690,324.1920,A
016710,2023-09-30,2023,INDL,C,D,STD,DGII,DIGI INTERNATIONAL INC,USD,835.5310,24.7700,444.8490,A
016714,2023-12-31,2023,INDL,C,D,STD,DGICA,DONEGAL GROUP INC,USD,2266.2940,4.4260,927.3380,A
016721,2023-03-31,2022,INDL,C,D,STD,EA,ELECTRONIC ARTS INC,USD,13459.0000,802.0000,7426.0000,A
016745,2023-12-31,2023,INDL,C,D,STD,PRTA,PROTHENA CORPORATION PLC,USD,696.3820,-147.0280,91.3700,A
016775,2023-12-31,2023,INDL,C,D,STD,CIA,CITIZENS INC,USD,1668.9280,24.4370,240.6800,A
016777,2023-12-31,2023,INDL,C,D,STD,FBNC,FIRST BANCORP/NC,USD,12114.9420,104.1310,546.2490,A
016781,2023-12-31,2023,INDL,C,D,STD,CHCO,CITY HOLDING CO,USD,6168.0520,114.3650,341.8930,A
016790,2023-12-31,2023,INDL,C,D,STD,CBU,COMMUNITY BANK SYSTEM INC,USD,15555.7530,131.9240,755.9800,A
016821,2023-12-31,2023,INDL,C,D,STD,FBP,FIRST BANCORP P R,USD,18909.5490,302.8640,1147.9750,A
016832,2023-12-31,2023,INDL,C,D,STD,GBCI,GLACIER BANCORP INC,USD,27742.6290,222.9270,1135.7340,A
016845,2023-12-31,2023,INDL,C,D,STD,FRME,FIRST MERCHANTS CORP,USD,18405.8870,223.7860,999.4880,A
016848,2023-12-31,2023,INDL,C,D,STD,TVTX,TRAVERE THERAPEUTICS INC,USD,788.9130,-111.3990,145.2380,A
016889,2023-12-31,2023,INDL,C,D,STD,INDB,INDEPENDENT BANK CORP/MA,USD,19347.3730,239.5020,918.0440,A
016890,2023-12-31,2023,INDL,C,D,STD,IBCP,INDEPENDENT BANK CORP/MI,USD,5263.7260,59.0670,290.3530,A
016967,2023-12-31,2023,INDL,C,D,STD,HIFS,HINGHAM INSTN FOR SAVINGS,USD,4483.9470,26.3710,190.5650,A
016981,2023-12-31,2023,INDL,C,D,STD,OFG,OFG BANCORP,USD,11344.4530,181.8720,777.2610,A
016989,2023-12-31,2023,INDL,C,D,STD,PEBK,PEOPLES BANCORP NC INC,USD,1635.9100,15.5460,94.7760,A
017010,2023-12-31,2023,INDL,C,D,STD,LSXMK,LIBERTY MEDIA SIRIUSXM GROUP,USD,29901.0000,829.0000,8953.0000,A
017035,2023-12-31,2023,INDL,C,D,STD,MCY,MERCURY GENERAL CORP,USD,7103.3970,96.3360,4641.0310,A
017073,2023-12-31,2023,INDL,C,D,STD,NWLI,NATIONAL WESTERN LIFE GROUP,USD,12250.6150,94.4300,703.3500,A
017095,2023-12-31,2023,INDL,C,D,STD,ONB,OLD NATIONAL BANCORP,USD,49089.8360,581.9920,2540.1630,A
017106,2023-12-31,2023,INDL,C,D,STD,PEBO,PEOPLES BANCORP INC/OH,USD,9157.3820,113.3630,526.8160,A
017115,2023-12-31,2023,INDL,C,D,STD,SIGI,SELECTIVE INS GROUP INC,USD,11802.5460,365.2380,4205.3290,A
017132,2023-12-31,2023,INDL,C,D,STD,WSFS,WSFS FINANCIAL CORP,USD,20594.6720,269.1560,1266.3930,A
017145,2023-09-30,2023,INDL,C,D,STD,WAFD,WAFD INC,USD,22474.6750,257.4260,1095.3320,A
017150,2023-12-31,2023,INDL,C,D,STD,WBS,WEBSTER FINANCIAL CORP,USD,74945.2490,867.8400,3942.5970,A
017151,2023-12-31,2023,INDL,C,D,STD,WSBC,WESBANCO INC,USD,17712.3740,159.0320,831.9630,A
017173,2023-12-31,2023,INDL,C,D,STD,ACNB,ACNB CORP,USD,2418.8470,31.6880,115.0850,A
017184,2023-12-31,2023,INDL,C,D,STD,SBCF,SEACOAST BANKING CORP/FL,USD,14580.2490,104.0330,768.1270,A
017195,2023-12-31,2023,INDL,C,D,STD,FFBC,FIRST FINL BANCORP INC/OH,USD,17532.9000,255.8630,1115.4260,A
017199,2023-12-31,2023,INDL,C,D,STD,BLFS,BIOLIFE SOLUTIONS INC,USD,412.7140,-66.4270,143.2710,A
017228,2023-12-31,2023,INDL,C,D,STD,TALO,TALOS ENERGY INC,USD,4816.3090,187.3320,1457.8860,A
017240,2023-12-31,2023,INDL,C,D,STD,TMP,TOMPKINS FINANCIAL CORP,USD,7819.7490,9.5050,307.5990,A
017245,2023-12-31,2023,INDL,C,D,STD,TRST,TRUSTCO BANK CORP/NY,USD,6168.1910,58.6460,244.5210,A
017248,2023-12-31,2023,INDL,C,D,STD,UBSI,UNITED BANKSHARES INC/WV,USD,29926.4820,366.3130,1536.5780,A
017252,2023-12-31,2023,INDL,C,D,STD,UFCS,UNITED FIRE GROUP INC,USD,3144.1900,-29.7000,1095.4670,A
017277,2023-12-31,2023,INDL,C,D,STD,NVEE,NV5 GLOBAL INC,USD,1170.5920,44.6130,861.7390,A
017306,2023-12-31,2023,INDL,C,D,STD,PFSI,PENNYMAC FINANCIAL SERVICES,USD,18844.5630,144.6560,2039.4330,A
017341,2023-12-31,2023,INDL,C,D,STD,ARTNA,ARTESIAN RESOURCES  -CL A,USD,766.8320,16.6990,98.8610,A
017367,2023-12-31,2023,INDL,C,D,STD,AMNB,AMERICAN NATL BANKSHARES,USD,3090.7170,26.1590,138.5650,A
017451,2023-12-31,2023,INDL,C,D,STD,IBTX,INDEPENDENT BK GRP INC,USD,19035.1020,43.2010,922.8450,A
017498,2023-12-31,2023,INDL,C,D,STD,CMRX,CHIMERIX INC,USD,212.7740,-82.0950,0.3240,A
017534,2023-12-31,2023,INDL,C,D,STD,CCNE,CNB FINANCIAL CORP/PA,USD,5752.9570,58.0200,327.0310,A
017553,2023-09-30,2023,INDL,C,D,STD,MODN,MODEL N INC,USD,500.0950,-33.9220,249.4630,A
017626,2023-12-31,2023,INDL,C,D,STD,AHH,ARMADA HOFFLER PROPERTIES,USD,2562.8980,8.2870,667.1580,A
017639,2023-12-31,2023,INDL,C,D,STD,AMH,AMERICAN HOMES 4 RENT,USD,12688.1900,380.1680,1623.6050,A
017653,2023-12-31,2023,INDL,C,D,STD,ADMA,ADMA BIOLOGICS INC,USD,329.1820,-28.2390,258.2150,A
017715,2023-12-31,2023,INDL,C,D,STD,CVLY,CODORUS VALLEY BANCORP,USD,2194.7980,24.9730,129.7620,A
017724,2023-12-31,2023,INDL,C,D,STD,CNOB,CONNECTONE BANCORP INC,USD,9855.6030,87.0030,504.0660,A
017769,2023-12-31,2023,INDL,C,D,STD,HASI,HANNON ARMSTRONG SUST INFR,USD,6552.3500,148.8360,460.8450,A
017874,2023-12-31,2023,INDL,C,D,STD,TMUS,T-MOBILE US INC,USD,207682.0000,8317.0000,78558.0000,A
017877,2023-12-31,2023,INDL,C,D,STD,CHMG,CHEMUNG FINANCIAL CORP,USD,2710.5290,25.0000,137.6230,A
017928,2023-12-31,2023,INDL,C,D,STD,IQV,IQVIA HOLDINGS INC,USD,26681.0000,1358.0000,14984.0000,A
017934,2023-12-31,2023,INDL,C,D,STD,SFM,SPROUTS FARMERS MARKET,USD,3327.4280,258.8560,6837.3840,A
018004,2023-12-31,2023,INDL,C,D,STD,CCS,CENTURY COMMUNITIES INC,USD,4139.3620,259.2240,3692.1850,A
018036,2023-12-31,2023,INDL,C,D,STD,COMM,COMMSCOPE HOLDING CO INC,USD,9371.9000,-1450.9000,5789.2000,A
018037,2023-12-31,2023,INDL,C,D,STD,CZNC,CITIZENS & NORTHERN CORP,USD,2515.5840,24.1480,135.8210,A
018043,2023-06-30,2023,INDL,C,D,STD,NWSA,NEWS CORP,USD,16921.0000,149.0000,9879.0000,A
018047,2023-12-31,2023,INDL,C,D,STD,NDLS,NOODLES & CO,USD,368.0950,-9.8560,503.4050,A
018049,2023-12-31,2023,INDL,C,D,STD,FNB,F N B CORP/FL,USD,46158.0000,484.8510,2226.9830,A
018071,2023-12-31,2023,INDL,C,D,STD,REXR,REXFORD INDUS REALTY,USD,10929.8290,238.0160,797.8260,A
018073,2023-12-31,2023,INDL,C,D,STD,CHMI,CHERRY HILL MTG INVST,USD,1392.9920,-34.7940,50.9150,A
018159,2023-12-31,2023,INDL,C,D,STD,AGIO,AGIOS PHARMACEUTICALS,USD,937.1180,-352.0880,26.8230,A
018162,2023-12-31,2023,INDL,C,D,STD,ESPR,ESPERION THERAPEUTICS INC,USD,205.7960,-209.2480,116.3340,A
018182,2023-12-31,2023,INDL,C,D,STD,FDBC,FIDELITY D & D BANCORP INC,USD,2503.1590,18.2100,105.1400,A
018204,2023-12-31,2023,INDL,C,D,STD,ANIP,ANI PHARMACEUTICALS INC,USD,904.4220,18.7790,486.8160,A
018241,2023-12-31,2023,INDL,C,D,STD,FCF,FIRST COMMONWLTH FINL CP/PA,USD,11459.4880,157.0630,626.6070,A
018264,2023-12-31,2023,INDL,C,D,STD,FVCB,FVCBANKCORP INC,USD,2190.5580,3.8220,93.2450,A
018276,2023-12-31,2023,INDL,C,D,STD,THFF,FIRST FINANCIAL CORP/IN,USD,4851.1460,60.6720,271.0990,A
018289,2023-12-31,2023,INDL,C,D,STD,ASC,ARDMORE SHIPPING CORP,USD,690.9510,116.8080,395.9780,A
018293,2023-12-31,2023,INDL,C,D,STD,CWEN,CLEARWAY ENERGY INC,USD,14701.0000,79.0000,1314.0000,A
018307,2023-12-31,2023,INDL,C,D,STD,FLIC,FIRST LONG ISLAND CORP,USD,4235.9000,26.2390,161.5790,A
018312,2023-12-31,2023,INDL,C,D,STD,USFD,US FOODS HOLDING CORP,USD,13187.0000,506.0000,35597.0000,A
018315,2023-12-31,2023,INDL,C,D,STD,PGEN,PRECIGEN INC,USD,151.0430,-95.9040,6.2250,A
018320,2023-12-31,2023,INDL,C,D,STD,FOXF,FOX FACTORY HOLDING CP,USD,2242.2980,120.8460,1464.1780,A
018329,2023-12-31,2023,INDL,C,D,STD,BUSE,FIRST BUSEY CORP,USD,12283.4150,122.5650,601.7570,A
018383,2023-12-31,2023,INDL,C,D,STD,BRX,BRIXMOR PROPERTY GROUP INC,USD,8332.7160,305.0870,1245.7020,A
018385,2023-12-31,2023,INDL,C,D,STD,FRAF,FRANKLIN FINANCIAL SVCS CORP,USD,1836.0390,13.5980,91.6130,A
018434,2023-12-31,2023,INDL,C,D,STD,ALRS,ALERUS FINANCIAL CORP,USD,3907.7130,11.6960,242.3370,A
018441,2023-12-31,2023,INDL,C,D,STD,SPNT,SIRIUSPOINT LTD,USD,12871.5000,354.8000,2737.3000,A
018465,2023-12-31,2023,INDL,C,D,STD,AR,ANTERO RESOURCES CORP,USD,13619.4140,242.9190,4681.9720,A
018494,2023-12-31,2023,INDL,C,D,STD,IRT,INDEPENDENCE REALTY TRUST,USD,6280.1750,-17.2270,656.4950,A
018498,2023-12-31,2023,INDL,C,D,STD,MUSA,MURPHY USA INC,USD,4340.1000,556.8000,19238.2000,A
018533,2023-12-31,2023,INDL,C,D,STD,HBNC,HORIZON BANCORP INC,USD,7940.4850,27.9810,324.3030,A
018556,2023-12-31,2023,INDL,C,D,STD,CHGG,CHEGG INC,USD,1727.2350,18.1800,716.2950,A
018562,2023-12-31,2023,INDL,C,D,STD,FATE,FATE THERAPEUTICS INC,USD,506.2170,-160.9280,63.5330,A
018564,2023-12-31,2023,INDL,C,D,STD,AAOI,APPLIED OPTOELECTRONICS INC,USD,389.1860,-56.0480,217.6460,A
018578,2023-12-31,2023,INDL,C,D,STD,RMAX,RE/MAX HOLDINGS INC,USD,577.1500,-69.0220,325.6710,A
018624,2023-06-30,2023,INDL,C,D,STD,PINC,PREMIER INC,USD,3371.4870,175.0260,1336.0950,A
018626,2023-12-31,2023,INDL,C,D,STD,GLOB,GLOBANT SA,USD,2735.3550,158.5380,2095.9390,A
018629,2023-12-31,2023,INDL,C,D,STD,LGIH,LGI HOMES INC,USD,3407.8510,199.2270,2358.5800,A
018630,2023-12-31,2023,INDL,C,D,STD,RNG,RINGCENTRAL INC,USD,1944.9130,-165.2400,2202.4290,A
018658,2023-12-31,2023,INDL,C,D,STD,MGNX,MACROGENICS INC,USD,298.4180,-9.0580,58.7490,A
018675,2023-01-31,2022,INDL,C,D,STD,BURL,BURLINGTON STORES INC,USD,7269.5970,230.1230,8702.6040,A
018683,2023-01-31,2022,INDL,C,D,STD,SAIC,SCIENCE APPLICATIONS INTL CP,USD,5543.0000,300.0000,7704.0000,A
018689,2023-01-31,2022,INDL,C,D,STD,VEEV,VEEVA SYSTEMS INC,USD,4804.2960,487.7060,2155.0600,A
018699,2023-09-30,2023,INDL,C,D,STD,PTC,PTC INC,USD,6288.8420,245.5400,2097.0530,A
018732,2023-12-31,2023,INDL,C,D,STD,LKFN,LAKELAND FINANCIAL CORP,USD,6524.0290,93.7670,386.8250,A
018745,2023-12-31,2023,INDL,C,D,STD,ESNT,ESSENT GROUP LTD,USD,6426.6730,696.3860,1109.7590,A
018792,2023-12-31,2023,INDL,C,D,STD,GLPI,GAMING & LEISURE PPTYS,USD,11806.6580,734.2830,1452.9990,A
018842,2023-03-31,2022,INDL,C,D,STD,TCS,CONTAINER STORE GROUP,USD,985.1740,-158.8560,1047.2580,A
018875,2023-12-31,2023,INDL,C,D,STD,EXPI,EXP WORLD HOLDINGS INC,USD,385.6680,-8.9730,4281.1050,A
018878,2023-12-31,2023,INDL,C,D,STD,GLYC,GLYCOMIMETICS INC,USD,45.3160,-36.8990,0.0100,A
018888,2023-12-31,2023,INDL,C,D,STD,AMRX,AMNEAL PHARMACEUTICALS INC,USD,3472.5690,-83.9930,2393.6070,A
018899,2023-12-31,2023,INDL,C,D,STD,TNDM,TANDEM DIABETES CARE INC,USD,952.6580,-222.6110,747.7180,A
018930,2023-12-31,2023,INDL,C,D,STD,KPTI,KARYOPHARM THERAPEUTICS INC,USD,240.4380,-143.0990,146.0330,A
018938,2023-12-31,2023,INDL,C,D,STD,XNCR,XENCOR INC,USD,952.6920,-126.0870,168.3380,A
018947,2023-12-31,2023,INDL,C,D,STD,VCYT,VERACYTE INC,USD,1114.9060,-74.4040,361.0510,A
019000,2023-12-31,2023,INDL,C,D,STD,MMI,MARCUS & MILLICHAP INC,USD,878.4110,-34.0350,645.9270,A
019044,2023-12-31,2023,INDL,C,D,STD,VRNS,VARONIS SYSTEMS INC,USD,1103.9100,-100.9160,499.1600,A
019071,2023-12-31,2023,INDL,C,D,STD,CWH,CAMPING WORLD HOLDINGS INC,USD,4845.6840,31.0440,6226.5470,A
019094,2023-12-31,2023,INDL,C,D,STD,NBTB,N B T BANCORP INC,USD,13309.0400,118.7820,664.9670,A
019137,2023-12-31,2023,INDL,C,D,STD,OVBC,OHIO VALLEY BANC CORP,USD,1352.1350,12.6310,74.4940,A
019149,2023-12-31,2023,INDL,C,D,STD,RARE,ULTRAGENYX PHARMACEUTICAL,USD,1491.0130,-606.6390,434.2490,A
019150,2023-12-31,2023,INDL,C,D,STD,OSBC,OLD SECOND BANCORP INC/IL,USD,5722.7990,91.7290,325.8530,A
019154,2023-12-31,2023,INDL,C,D,STD,CARA,CARA THERAPEUTICS INC,USD,125.8440,-118.5130,20.9680,A
019159,2023-12-31,2023,INDL,C,D,STD,PWOD,PENNS WOODS BANCORP INC,USD,2204.8090,16.6080,99.5900,A
019262,2023-12-31,2023,INDL,C,D,STD,CTBI,COMMUNITY TRUST BANCORP INC,USD,5769.6960,78.0040,326.3090,A
019274,2023-12-31,2023,INDL,C,D,STD,INGN,INOGEN INC,USD,326.1940,-102.4490,315.6600,A
019305,2023-12-31,2023,INDL,C,D,STD,PLPC,PREFORMED LINE PRODUCTS CO,USD,603.1510,63.3320,669.6790,A
019318,2023-12-31,2023,INDL,C,D,STD,PRK,PARK NATIONAL CORP,USD,9836.4530,126.7340,565.3420,A
019355,2023-12-31,2023,INDL,C,D,STD,SFNC,SIMMONS FIRST NATL CP  -CL A,USD,27345.6740,175.0570,1365.7270,A
019391,2023-06-30,2023,INDL,C,D,STD,MBUU,MALIBU BOATS INC,USD,925.9240,104.5130,1388.3650,A
019398,2023-12-31,2023,INDL,C,D,STD,DENN,DENNYS CORP,USD,464.8180,19.9450,463.9220,A
019402,2023-01-31,2022,INDL,C,D,STD,GIII,G-III APPAREL GROUP LTD,USD,2712.4050,-133.0610,3226.7280,A
019412,2023-12-31,2023,INDL,C,D,STD,ITCI,INTRA-CELLULAR THERAPIES INC,USD,728.2950,-139.6740,464.3700,A
019428,2023-12-31,2023,INDL,C,D,STD,GSBC,GREAT SOUTHERN BANCORP,USD,5812.4020,67.8000,326.9080,A
019440,2023-12-31,2023,INDL,C,D,STD,LADR,LADDER CAPITAL CORP,USD,5512.6770,101.1250,522.2040,A
019471,2023-12-31,2023,INDL,C,D,STD,RVNC,REVANCE THERAPEUTICS INC,USD,478.4540,-323.9860,234.0400,A
019507,2023-12-31,2023,INDL,C,D,STD,OUT,OUTFRONT MEDIA INC,USD,5582.9000,-430.4000,1820.6000,A
019516,2023-12-31,2023,INDL,C,D,STD,IBP,INSTALLED BLDG PRODUCTS INC,USD,1981.3000,243.7000,2778.6000,A
019517,2023-12-31,2023,INDL,C,D,STD,OGS,ONE GAS INC,USD,7770.9940,231.2320,2371.9900,A
019518,2023-12-31,2023,INDL,C,D,STD,KN,KNOWLES CORP,USD,1462.8000,72.4000,707.6000,A
019526,2023-12-31,2023,INDL,C,D,STD,FPI,FARMLAND PARTNERS INC,USD,1022.0020,30.9130,57.5060,A
019570,2023-12-31,2023,INDL,C,D,STD,STBA,S & T BANCORP INC,USD,9551.5260,144.7810,535.5210,A
019574,2023-12-31,2023,INDL,C,D,STD,GCI,GANNETT CO INC,USD,2181.2470,-27.7910,2663.5500,A
019581,2023-01-31,2022,INDL,C,D,STD,LE,LANDS' END INC,USD,1082.1480,-12.5300,1555.4290,A
019582,2023-12-31,2023,INDL,C,D,STD,CTRE,CARETRUST REIT INC,USD,2084.8380,53.7350,217.7700,A
019602,2023-12-31,2023,INDL,C,D,STD,HEAR,TURTLE BEACH CORP,USD,149.9670,-17.6790,258.1220,A
019647,2023-12-31,2023,INDL,C,D,STD,LC,LENDINGCLUB CORP,USD,8827.4630,38.9390,1135.4110,A
019649,2023-12-31,2023,INDL,C,D,STD,SABR,SABRE CORP,USD,4672.1940,-527.6080,2907.7380,A
019713,2023-12-31,2023,INDL,C,D,STD,AUB,ATLANTIC UNION BANKSHRS CRP,USD,21166.1970,201.8180,1015.7480,A
019730,2023-06-30,2023,INDL,C,D,STD,PCTY,PAYLOCITY HOLDING CORP,USD,3695.6800,140.8220,1098.0360,A
019753,2023-12-31,2023,INDL,C,D,STD,MGNI,MAGNITE INC,USD,2688.8060,-159.1840,619.7100,A
019817,2023-12-31,2023,INDL,C,D,STD,UVSP,UNIVEST FINANCIAL CORP,USD,7780.6280,71.1040,448.5540,A
019849,2023-12-31,2023,INDL,C,D,STD,ATEN,A10 NETWORKS INC,USD,389.8090,39.9700,251.7000,A
019851,2023-12-31,2023,INDL,C,D,STD,CIO,CITY OFFICE REIT INC,USD,1511.3760,-2.6820,179.0960,A
019859,2023-12-31,2023,INDL,C,D,STD,AKBA,AKEBIA THERAPEUTICS INC,USD,241.7030,-51.9250,194.6230,A
019873,2023-12-31,2023,INDL,C,D,STD,WASH,WASHINGTON TR BANCORP INC,USD,7202.8470,48.1760,364.7990,A
019877,2023-12-31,2023,INDL,C,D,STD,QTWO,Q2 HOLDINGS INC,USD,1201.4250,-65.3840,624.6240,A
019881,2023-12-31,2023,INDL,C,D,STD,TWOU,2U INC,USD,1459.6830,-317.6070,945.9530,A
019908,2023-12-31,2023,INDL,C,D,STD,FIVN,FIVE9 INC,USD,1494.5680,-81.7640,910.4880,A
019927,2023-12-31,2023,INDL,C,D,STD,MC,MOELIS & CO,USD,1179.7590,-24.7000,854.7480,A
019966,2023-12-31,2023,INDL,C,D,STD,CMCT,CREATIVE MEDIA & COM TR CORP,USD,891.2000,-48.4850,118.8310,A
019998,2023-12-31,2023,INDL,C,D,STD,MEDP,MEDPACE HOLDINGS INC,USD,1656.8280,282.8100,1885.8420,A
020010,2023-12-31,2023,INDL,C,D,STD,AGRX,AGILE THERAPEUTICS INC,USD,10.2550,-14.4650,19.5930,A
020019,2023-12-31,2023,INDL,C,D,STD,CVBF,CVB FINANCIAL CORP,USD,16020.9930,221.4350,665.6600,A
020044,2023-12-31,2023,INDL,C,D,STD,BGSF,BGSF INC,USD,178.5170,-10.2230,313.1670,A
020088,2023-01-31,2022,INDL,C,D,STD,BOX,BOX INC,USD,1207.1650,26.7830,990.8740,A
020109,2023-12-31,2023,INDL,C,D,STD,CCBG,CAPITAL CITY BK GROUP INC,USD,4304.4770,52.2580,252.6780,A
020115,2023-06-30,2023,INDL,C,D,STD,PAHC,PHIBRO ANIMAL HEALTH CORP,USD,971.3970,32.6060,977.8890,A
020116,2023-12-31,2023,INDL,C,D,STD,PAYC,PAYCOM SOFTWARE INC,USD,4197.5390,340.7880,1693.6740,A
020126,2023-03-31,2022,INDL,C,D,STD,WMS,ADVANCED DRAINAGE SYSTEMS,USD,2901.1250,507.0860,3071.1210,A
020185,2023-09-30,2023,INDL,C,D,STD,SMG,SCOTTS MIRACLE-GRO CO,USD,3413.7000,-380.1000,3551.3000,A
020225,2023-12-31,2023,INDL,C,D,STD,NERV,MINERVA NEUROSCIENCES INC,USD,56.9000,-30.0050,0.0000,A
020228,2023-06-30,2023,INDL,C,D,STD,CTLT,CATALENT INC,USD,10777.0000,-256.0000,4263.0000,A
020232,2023-10-31,2023,INDL,C,D,STD,KEYS,KEYSIGHT TECHNOLOGIES INC,USD,8683.0000,1057.0000,5464.0000,A
020233,2023-12-31,2023,INDL,C,D,STD,TBPH,THERAVANCE BIOPHARMA INC,USD,381.9990,-55.1930,57.4240,A
020235,2023-12-31,2023,INDL,C,D,STD,DNOW,DNOW INC,USD,1529.0000,247.0000,2321.0000,A
020299,2023-12-31,2023,INDL,C,D,STD,LOB,LIVE OAK BANCSHARES INC,USD,11271.4230,73.8980,800.0080,A
020338,2023-12-31,2023,INDL,C,D,STD,PRMW,PRIMO WATER CORP,USD,3523.0000,238.1000,1771.8000,A
020412,2023-12-31,2023,INDL,C,D,STD,ARES,ARES MANAGEMENT CORP,USD,24730.5000,474.3260,3631.8840,A
020420,2023-12-31,2023,INDL,C,D,STD,OEC,ORION SA,USD,1833.4000,103.5000,1893.9000,A
020422,2023-12-31,2023,INDL,C,D,STD,HRTG,HERITAGE INSURANCE HOLDINGS,USD,2153.2000,45.3070,735.4980,A
020430,2023-12-31,2023,INDL,C,D,STD,SLM,SLM CORP,USD,29169.4680,581.3910,2843.4190,A
020502,2023-12-31,2023,INDL,C,D,STD,RYAM,RAYONIER ADVANCED MATERIALS,USD,2182.7000,-101.8350,1643.3300,A
020540,2023-12-31,2023,INDL,C,D,STD,TRUE,TRUECAR INC,USD,204.3200,-49.7660,158.7060,A
020567,2023-12-31,2023,INDL,C,D,STD,MRNS,MARINUS PHARMACEUTICALS INC,USD,170.9080,-141.4050,30.9890,A
